"","X","stock.id","species","stock","region","sub.region","brood.yr","spawners","recruits","entry.yr","ln.rs","long","lat","loc.sst","our.region"
"954",954,NA,"Sockeye","Frazer","Kodiak","Kodiak",1994,206071,305308,1996,0.393100333529477,154.04,57.13,-0.183941937577818,"GOA"
"955",955,NA,"Sockeye","Frazer","Kodiak","Kodiak",1995,196323,609327,1997,1.13259380739944,154.04,57.13,0.0179166118239272,"GOA"
"956",956,NA,"Sockeye","Frazer","Kodiak","Kodiak",1996,198695,255255,1998,0.250492059813507,154.04,57.13,0.449540272459338,"GOA"
"957",957,NA,"Sockeye","Frazer","Kodiak","Kodiak",1997,205264,59582,1999,-1.23694344047374,154.04,57.13,0.897220122834745,"GOA"
"958",958,NA,"Sockeye","Frazer","Kodiak","Kodiak",1998,233755,358368,2000,0.427286833085926,154.04,57.13,0.248272130707591,"GOA"
"959",959,NA,"Sockeye","Frazer","Kodiak","Kodiak",1999,216565,837895,2001,1.3530020609731,154.04,57.13,0.66114826034002,"GOA"
"960",960,NA,"Sockeye","Frazer","Kodiak","Kodiak",2000,158044,513223,2002,1.17783697330179,154.04,57.13,0.309938276023576,"GOA"
"961",961,NA,"Sockeye","Frazer","Kodiak","Kodiak",2001,154349,179884,2003,0.153095926556995,154.04,57.13,0.465946752102632,"GOA"
"962",962,NA,"Sockeye","Frazer","Kodiak","Kodiak",2002,85317,172132,2004,0.701887893100054,154.04,57.13,0.978822088157366,"GOA"
"963",963,NA,"Sockeye","Frazer","Kodiak","Kodiak",2003,201679,358435,2005,0.575070008065204,154.04,57.13,0.61521124911462,"GOA"
"964",964,NA,"Sockeye","Frazer","Kodiak","Kodiak",2004,120664,493234,2006,1.40797388299884,154.04,57.13,0.722651147207198,"GOA"
"965",965,NA,"Sockeye","Frazer","Kodiak","Kodiak",2005,136948,172376,2007,0.230076845669508,154.04,57.13,-0.362469483324754,"GOA"
"966",966,NA,"Sockeye","Frazer","Kodiak","Kodiak",2006,89516,419569,2008,1.54481061365438,154.04,57.13,-0.783873675823328,"GOA"
"967",967,NA,"Sockeye","Frazer","Kodiak","Kodiak",2007,120186,366046,2009,1.11371846579213,154.04,57.13,-0.821031214724419,"GOA"
"968",968,NA,"Sockeye","Frazer","Kodiak","Kodiak",2008,105363,254560,2010,0.882125033755722,154.04,57.13,-0.673119372322061,"GOA"
"969",969,NA,"Sockeye","Frazer","Kodiak","Kodiak",2009,101845,557797,2011,1.70054304724104,154.04,57.13,-0.187781293053717,"GOA"
"970",970,NA,"Sockeye","Frazer","Kodiak","Kodiak",2010,94680,313238,2012,1.19646050033597,154.04,57.13,-0.861965869198588,"GOA"
"1058",1058,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1969,22509,30534,1971,0.304925587603049,154.36,57.06,-1.53676453059934,"GOA"
"1059",1059,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1970,16168,11458,1972,-0.344345804114934,154.36,57.06,-1.2620763536533,"GOA"
"1060",1060,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1971,32529,25904,1973,-0.227734602222875,154.36,57.06,-0.656097578141841,"GOA"
"1061",1061,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1972,39613,39070,1974,-0.0138024381487209,154.36,57.06,-0.863001311790708,"GOA"
"1062",1062,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1973,26892,53756,1975,0.692626444078028,154.36,57.06,-0.618713038689511,"GOA"
"1063",1063,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1974,35319,93734,1976,0.976039920854471,154.36,57.06,0.0895609389051785,"GOA"
"1064",1064,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1975,10325,32065,1977,1.13319695375373,154.36,57.06,0.100558502539785,"GOA"
"1065",1065,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1976,28567,94522,1978,1.19658040615882,154.36,57.06,0.511889841808492,"GOA"
"1066",1066,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1977,26380,211375,1979,2.08102765992958,154.36,57.06,-0.194882305396921,"GOA"
"1067",1067,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1978,66157,154029,1980,0.845110191305288,154.36,57.06,0.369670539334376,"GOA"
"1068",1068,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1979,53115,102074,1981,0.653238666207575,154.36,57.06,-0.299859700311216,"GOA"
"1069",1069,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1980,37866,33082,1982,-0.135064284010128,154.36,57.06,0.121929357728163,"GOA"
"1070",1070,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1981,77042,119018,1983,0.434924014484134,154.36,57.06,0.788236954416418,"GOA"
"1071",1071,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1982,170610,249397,1984,0.379665754317484,154.36,57.06,0.20862995019667,"GOA"
"1072",1072,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1983,115890,150272,1985,0.259805519979222,154.36,57.06,0.509070224285449,"GOA"
"1073",1073,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1984,96798,68680,1986,-0.343168296882787,154.36,57.06,0.782016399875834,"GOA"
"1074",1074,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1985,27408,166378,1987,1.80342736652617,154.36,57.06,0.803668993684189,"GOA"
"1075",1075,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1986,100812,186761,1988,0.616572328383315,154.36,57.06,0.393049064643681,"GOA"
"1076",1076,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1987,74747,66322,1989,-0.119587410498378,154.36,57.06,-0.114200896586136,"GOA"
"1077",1077,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1988,56724,47035,1990,-0.187305396175185,154.36,57.06,-0.241806221537554,"GOA"
"1078",1078,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1989,64582,129214,1991,0.69353421042026,154.36,57.06,-0.278580463716645,"GOA"
"1079",1079,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1990,56159,120383,1992,0.76249137360112,154.36,57.06,0.242283460212078,"GOA"
"1080",1080,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1991,50026,294021,1993,1.77110832308421,154.36,57.06,0.102433189869124,"GOA"
"1081",1081,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1992,19076,52835,1994,1.01874284945702,154.36,57.06,-0.042571586566945,"GOA"
"1082",1082,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1993,34852,61866,1995,0.573860231394821,154.36,57.06,0.0290088374037955,"GOA"
"1083",1083,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1994,37645,119248,1996,1.15300521483725,154.36,57.06,0.481727559011726,"GOA"
"1084",1084,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1995,41492,155291,1997,1.31980013855547,154.36,57.06,0.556727562434948,"GOA"
"1085",1085,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1996,58686,184138,1998,1.14348427896312,154.36,57.06,0.239975958067556,"GOA"
"1086",1086,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1997,47655,26069,1999,-0.603240687446082,154.36,57.06,0.198769151486807,"GOA"
"1087",1087,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1998,30713,69281,2000,0.813484680599087,154.36,57.06,0.48443013430283,"GOA"
"1088",1088,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",1999,36521,192197,2001,1.6606334500653,154.36,57.06,0.47965541751112,"GOA"
"1089",1089,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2000,55761,254762,2002,1.51925507570401,154.36,57.06,0.868633382392571,"GOA"
"1090",1090,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2001,66795,51295,2003,-0.264034945902099,154.36,57.06,0.697595859669969,"GOA"
"1091",1091,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2002,36802,19283,2004,-0.646328312786715,154.36,57.06,0.799656177563522,"GOA"
"1092",1092,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2003,76175,71842,2005,-0.0585640616216917,154.36,57.06,0.2062284386093,"GOA"
"1093",1093,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2004,78487,110567,2006,0.342688666073954,154.36,57.06,-0.225466742637715,"GOA"
"1094",1094,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2005,60349,66380,2007,0.0952514288938572,154.36,57.06,-0.497832491605772,"GOA"
"1095",1095,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2006,24997,48997,2008,0.67300325407891,154.36,57.06,-0.63739175765199,"GOA"
"1096",1096,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2007,31895,57352,2009,0.586758458856652,154.36,57.06,-0.407808269352499,"GOA"
"1097",1097,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2008,38800,48370,2010,0.220459540205664,154.36,57.06,-0.456178510335661,"GOA"
"1098",1098,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2009,34585,49491,2011,0.358370772809349,154.36,57.06,-0.870238170500625,"GOA"
"1099",1099,NA,"Sockeye","E. Upper Station","Kodiak","Kodiak",2010,42060,62611,2012,0.397843811244591,154.36,57.06,-0.673835709899176,"GOA"
"1106",1106,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1970,36833,157657,1972,1.45402760468701,154.36,57.06,-1.2620763536533,"GOA"
"1107",1107,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1971,95150,105630,1973,0.104487828092912,154.36,57.06,-0.656097578141841,"GOA"
"1108",1108,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1972,68351,156862,1974,0.830710244285525,154.36,57.06,-0.863001311790708,"GOA"
"1109",1109,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1973,67826,112178,1975,0.503141293169005,154.36,57.06,-0.618713038689511,"GOA"
"1110",1110,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1974,251234,463904,1976,0.613292858515,154.36,57.06,0.0895609389051785,"GOA"
"1111",1111,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1975,74456,184056,1977,0.905031712247259,154.36,57.06,0.100558502539785,"GOA"
"1112",1112,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1976,48650,251554,1978,1.64300586959014,154.36,57.06,0.511889841808492,"GOA"
"1113",1113,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1977,49001,446440,1979,2.20946430672187,154.36,57.06,-0.194882305396921,"GOA"
"1114",1114,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1978,38126,614795,1980,2.7803924148135,154.36,57.06,0.369670539334376,"GOA"
"1115",1115,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1979,134579,621764,1981,1.5304092123109,154.36,57.06,-0.299859700311216,"GOA"
"1116",1116,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1980,77718,314522,1982,1.39796713522302,154.36,57.06,0.121929357728163,"GOA"
"1117",1117,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1981,118900,700035,1983,1.77284753009671,154.36,57.06,0.788236954416418,"GOA"
"1118",1118,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1982,306161,1675201,1984,1.69957732968163,154.36,57.06,0.20862995019667,"GOA"
"1119",1119,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1983,179741,524999,1985,1.0718794320213,154.36,57.06,0.509070224285449,"GOA"
"1120",1120,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1984,239608,597437,1986,0.913644584250474,154.36,57.06,0.782016399875834,"GOA"
"1121",1121,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1985,408409,1196704,1987,1.07505726683305,154.36,57.06,0.803668993684189,"GOA"
"1122",1122,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1986,367922,1056848,1988,1.05517521313168,154.36,57.06,0.393049064643681,"GOA"
"1123",1123,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1987,156274,360209,1989,0.835073541727292,154.36,57.06,-0.114200896586136,"GOA"
"1124",1124,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1988,247647,271834,1990,0.0931872407825992,154.36,57.06,-0.241806221537554,"GOA"
"1125",1125,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1989,221706,613022,1991,1.01704864450685,154.36,57.06,-0.278580463716645,"GOA"
"1126",1126,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1990,198287,473411,1992,0.870248456833578,154.36,57.06,0.242283460212078,"GOA"
"1127",1127,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1991,242860,1084640,1993,1.49651826805698,154.36,57.06,0.102433189869124,"GOA"
"1128",1128,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1992,199067,447599,1994,0.810256290821217,154.36,57.06,-0.042571586566945,"GOA"
"1129",1129,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1993,187229,497539,1995,0.977341478910568,154.36,57.06,0.0290088374037955,"GOA"
"1130",1130,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1994,221675,475125,1996,0.762365582043342,154.36,57.06,0.481727559011726,"GOA"
"1131",1131,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1995,203659,493960,1997,0.886007515662515,154.36,57.06,0.556727562434948,"GOA"
"1132",1132,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1996,235727,162877,1998,-0.369679041053623,154.36,57.06,0.239975958067556,"GOA"
"1133",1133,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1997,230793,177256,1999,-0.263926189551599,154.36,57.06,0.198769151486807,"GOA"
"1134",1134,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1998,171214,279155,2000,0.48885294704794,154.36,57.06,0.48443013430283,"GOA"
"1135",1135,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",1999,210016,480607,2001,0.827866170031911,154.36,57.06,0.47965541751112,"GOA"
"1136",1136,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2000,176783,432432,2002,0.894502096842882,154.36,57.06,0.868633382392571,"GOA"
"1137",1137,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2001,74408,110967,2003,0.399669396873269,154.36,57.06,0.697595859669969,"GOA"
"1138",1138,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2002,150349,247644,2004,0.499032972734891,154.36,57.06,0.799656177563522,"GOA"
"1139",1139,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2003,200894,350540,2005,0.556697416874906,154.36,57.06,0.2062284386093,"GOA"
"1140",1140,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2004,177108,431679,2006,0.890922540498305,154.36,57.06,-0.225466742637715,"GOA"
"1141",1141,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2005,156401,239182,2007,0.424801546456207,154.36,57.06,-0.497832491605772,"GOA"
"1142",1142,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2006,153153,163672,2008,0.0664270034280063,154.36,57.06,-0.63739175765199,"GOA"
"1143",1143,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2007,149709,185999,2009,0.217047887495748,154.36,57.06,-0.407808269352499,"GOA"
"1144",1144,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2008,184856,172488,2010,-0.069249474771954,154.36,57.06,-0.456178510335661,"GOA"
"1145",1145,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2009,161736,233742,2011,0.368252566672165,154.36,57.06,-0.870238170500625,"GOA"
"1146",1146,NA,"Sockeye","L. Upper Station","Kodiak","Kodiak",2010,141139,137938,2012,-0.0229409115434454,154.36,57.06,-0.673835709899176,"GOA"
"1410",1410,NA,"Sockeye","Washington","WA","WA",1967,383000,0,1969,-Inf,122.42,47.68,-0.973207861177653,"South"
"1411",1411,NA,"Sockeye","Washington","WA","WA",1968,252000,247106,1970,-0.0196116931443127,122.42,47.68,-0.596209936769092,"South"
"1412",1412,NA,"Sockeye","Washington","WA","WA",1969,2e+05,367129,1971,0.607395918382962,122.42,47.68,-0.504532699971292,"South"
"1413",1413,NA,"Sockeye","Washington","WA","WA",1970,124000,206223,1972,0.508676541949502,122.42,47.68,-1.59506400928412,"South"
"1414",1414,NA,"Sockeye","Washington","WA","WA",1971,183000,170898,1973,-0.0684192655384997,122.42,47.68,-0.994288759992715,"South"
"1415",1415,NA,"Sockeye","Washington","WA","WA",1972,249000,187291,1974,-0.284789339423835,122.42,47.68,-0.754217398553914,"South"
"1416",1416,NA,"Sockeye","Washington","WA","WA",1973,330000,432539,1975,0.270579841256435,122.42,47.68,-0.920544167595365,"South"
"1417",1417,NA,"Sockeye","Washington","WA","WA",1974,126000,279905,1976,0.798168352933066,122.42,47.68,-0.828000029229623,"South"
"1418",1418,NA,"Sockeye","Washington","WA","WA",1975,120000,226250,1977,0.63414883979799,122.42,47.68,-0.445844629924652,"South"
"1419",1419,NA,"Sockeye","Washington","WA","WA",1976,160231,576465,1978,1.28029810264908,122.42,47.68,0.522964583857822,"South"
"1420",1420,NA,"Sockeye","Washington","WA","WA",1977,446816,121922,1979,-1.29876538075652,122.42,47.68,0.226744373576416,"South"
"1421",1421,NA,"Sockeye","Washington","WA","WA",1978,305068,496160,1980,0.486363752774896,122.42,47.68,-0.239883767448682,"South"
"1422",1422,NA,"Sockeye","Washington","WA","WA",1979,219017,338918,1981,0.436608837840679,122.42,47.68,0.232434957252317,"South"
"1423",1423,NA,"Sockeye","Washington","WA","WA",1980,371662,441222,1982,0.171563311049962,122.42,47.68,0.0514578837158932,"South"
"1424",1424,NA,"Sockeye","Washington","WA","WA",1981,111203,259032,1983,0.845594246321318,122.42,47.68,0.0414804272702592,"South"
"1425",1425,NA,"Sockeye","Washington","WA","WA",1982,289771,272806,1984,-0.0603300360038948,122.42,47.68,0.746295589031413,"South"
"1426",1426,NA,"Sockeye","Washington","WA","WA",1983,229671,182412,1985,-0.230379985142197,122.42,47.68,-0.135379321240354,"South"
"1427",1427,NA,"Sockeye","Washington","WA","WA",1984,372525,680509,1986,0.602536897911974,122.42,47.68,-0.277468423585536,"South"
"1428",1428,NA,"Sockeye","Washington","WA","WA",1985,253135,109167,1987,-0.841044123415645,122.42,47.68,0.477138922912722,"South"
"1429",1429,NA,"Sockeye","Washington","WA","WA",1986,251061,100119,1988,-0.919336458994426,122.42,47.68,0.688444748434796,"South"
"1430",1430,NA,"Sockeye","Washington","WA","WA",1987,204699,159552,1989,-0.249170719556368,122.42,47.68,-0.143726289070385,"South"
"1431",1431,NA,"Sockeye","Washington","WA","WA",1988,377577,173392,1990,-0.778219594218606,122.42,47.68,-0.217012153914458,"South"
"1432",1432,NA,"Sockeye","Washington","WA","WA",1989,166548,116037,1991,-0.361374450396783,122.42,47.68,-0.230995718267211,"South"
"1433",1433,NA,"Sockeye","Washington","WA","WA",1990,94218,153260,1992,0.486524579411387,122.42,47.68,0.346681557024812,"South"
"1434",1434,NA,"Sockeye","Washington","WA","WA",1991,89432,141077,1993,0.455827280642971,122.42,47.68,1.02175401722125,"South"
"1435",1435,NA,"Sockeye","Washington","WA","WA",1992,161567,409277,1994,0.929472271105418,122.42,47.68,0.796506802270062,"South"
"1436",1436,NA,"Sockeye","Washington","WA","WA",1993,98917,97266,1995,-0.0168316212684313,122.42,47.68,1.05166588165557,"South"
"1437",1437,NA,"Sockeye","Washington","WA","WA",1994,163639,52917,1996,-1.12893813376976,122.42,47.68,0.917472209045336,"South"
"1438",1438,NA,"Sockeye","Washington","WA","WA",1995,29091,40190,1997,0.323189360470591,122.42,47.68,0.416736298019063,"South"
"1439",1439,NA,"Sockeye","Washington","WA","WA",1996,313602,267625,1998,-0.15853791909709,122.42,47.68,1.09813074511134,"South"
"1440",1440,NA,"Sockeye","Washington","WA","WA",1997,120421,190497,1999,0.458642510141043,122.42,47.68,1.04330160950327,"South"
"1441",1441,NA,"Sockeye","Washington","WA","WA",1998,65490,240092,2000,1.29912472399191,122.42,47.68,-0.0432146930480864,"South"
"1442",1442,NA,"Sockeye","Washington","WA","WA",1999,25950,126227,2001,1.58191026372928,122.42,47.68,0.242430734318228,"South"
"1443",1443,NA,"Sockeye","Washington","WA","WA",2000,238970,246370,2002,0.0304964499597974,122.42,47.68,-0.439163291179121,"South"
"1444",1444,NA,"Sockeye","Washington","WA","WA",2001,139704,71595,2003,-0.668500659511574,122.42,47.68,0.0126444498843692,"South"
"1445",1445,NA,"Sockeye","Washington","WA","WA",2002,260319,296762,2004,0.131022668713959,122.42,47.68,0.796896260354248,"South"
"1446",1446,NA,"Sockeye","Washington","WA","WA",2003,118728,3467,2005,-3.53354549589063,122.42,47.68,0.77923400319203,"South"
"1447",1447,NA,"Sockeye","Washington","WA","WA",2004,141640,24030,2006,-1.77398557749533,122.42,47.68,0.849195227924786,"South"
"1448",1448,NA,"Sockeye","Washington","WA","WA",2005,60986,11609,2007,-1.65886367027965,122.42,47.68,0.0994496003762625,"South"
"1449",1449,NA,"Sockeye","Washington","WA","WA",2006,141311,111614,2008,-0.235916645101688,122.42,47.68,-0.740636963699614,"South"
"1450",1450,NA,"Sockeye","Washington","WA","WA",2007,49082,53904,2009,0.0937123178554857,122.42,47.68,-1.27923050366103,"South"
"1451",1451,NA,"Sockeye","Washington","WA","WA",2008,19903,50530,2010,0.931696745166734,122.42,47.68,-0.333188840012119,"South"
"1452",1452,NA,"Sockeye","Washington","WA","WA",2009,16368,142754,2011,2.16579465995003,122.42,47.68,-0.0162913809707217,"South"
"1453",1453,NA,"Sockeye","Washington","WA","WA",2010,83876,26001,2012,-1.17120451890418,122.42,47.68,-0.689838015148355,"South"
"1465",1465,NA,"Sockeye","E.Stuart","WC","Fraser River",1960,7401,74149,1962,2.304461456101,123.06,49.12,0.553907486921582,"South"
"1466",1466,NA,"Sockeye","E.Stuart","WC","Fraser River",1961,87809,255842,1963,1.06939606535847,123.06,49.12,0.456815578033117,"South"
"1467",1467,NA,"Sockeye","E.Stuart","WC","Fraser River",1962,14075,75785,1964,1.68350020985787,123.06,49.12,0.46084977416729,"South"
"1468",1468,NA,"Sockeye","E.Stuart","WC","Fraser River",1966,5959,84786,1968,2.65522775306382,123.06,49.12,-0.358455400465939,"South"
"1469",1469,NA,"Sockeye","E.Stuart","WC","Fraser River",1968,793,10423,1970,2.57594696010447,123.06,49.12,-0.62591161628881,"South"
"1470",1470,NA,"Sockeye","E.Stuart","WC","Fraser River",1970,15806,182136,1972,2.44436404598694,123.06,49.12,-1.61751386036651,"South"
"1471",1471,NA,"Sockeye","E.Stuart","WC","Fraser River",1971,45612,431210,1973,2.24642437062539,123.06,49.12,-1.00624975068651,"South"
"1472",1472,NA,"Sockeye","E.Stuart","WC","Fraser River",1972,2253,32232,1974,2.66069708643894,123.06,49.12,-0.755508591049749,"South"
"1473",1473,NA,"Sockeye","E.Stuart","WC","Fraser River",1973,153870,1352082,1975,2.17329281558201,123.06,49.12,-0.929312162303066,"South"
"1474",1474,NA,"Sockeye","E.Stuart","WC","Fraser River",1974,21603,145244,1976,1.90558289285448,123.06,49.12,-0.851916806484708,"South"
"1475",1475,NA,"Sockeye","E.Stuart","WC","Fraser River",1975,26248,223085,1977,2.13996306909533,123.06,49.12,-0.445999560627595,"South"
"1476",1476,NA,"Sockeye","E.Stuart","WC","Fraser River",1976,6792,31877,1978,1.54613929759919,123.06,49.12,0.536516747604565,"South"
"1477",1477,NA,"Sockeye","E.Stuart","WC","Fraser River",1977,53381,761694,1979,2.65809002282174,123.06,49.12,0.212338477080854,"South"
"1478",1478,NA,"Sockeye","E.Stuart","WC","Fraser River",1978,20005,72852,1980,1.2924477436271,123.06,49.12,-0.245090083036411,"South"
"1479",1479,NA,"Sockeye","E.Stuart","WC","Fraser River",1979,36172,107936,1981,1.09325312000101,123.06,49.12,0.237327181467325,"South"
"1480",1480,NA,"Sockeye","E.Stuart","WC","Fraser River",1980,7361,63501,1982,2.15485986072957,123.06,49.12,0.0587929077530001,"South"
"1481",1481,NA,"Sockeye","E.Stuart","WC","Fraser River",1981,67227,350141,1983,1.65026097795204,123.06,49.12,0.0347661832747335,"South"
"1482",1482,NA,"Sockeye","E.Stuart","WC","Fraser River",1982,2158,27816,1984,2.55642952786962,123.06,49.12,0.725254199683246,"South"
"1483",1483,NA,"Sockeye","E.Stuart","WC","Fraser River",1983,13121,188896,1985,2.6669825989347,123.06,49.12,-0.159490363463939,"South"
"1484",1484,NA,"Sockeye","E.Stuart","WC","Fraser River",1984,21868,242040,1986,2.40407862072137,123.06,49.12,-0.307663338018828,"South"
"1485",1485,NA,"Sockeye","E.Stuart","WC","Fraser River",1985,116610,1208877,1987,2.33861207493429,123.06,49.12,0.459693892458893,"South"
"1486",1486,NA,"Sockeye","E.Stuart","WC","Fraser River",1986,15219,145942,1988,2.26066463525293,123.06,49.12,0.660426959274321,"South"
"1487",1487,NA,"Sockeye","E.Stuart","WC","Fraser River",1987,75970,525920,1989,1.93481058440078,123.06,49.12,-0.157662484515243,"South"
"1488",1488,NA,"Sockeye","E.Stuart","WC","Fraser River",1988,88069,379932,1990,1.46187169119041,123.06,49.12,-0.219446548994089,"South"
"1489",1489,NA,"Sockeye","E.Stuart","WC","Fraser River",1989,211039,1138789,1991,1.68567774554718,123.06,49.12,-0.231599755649086,"South"
"1490",1490,NA,"Sockeye","E.Stuart","WC","Fraser River",1990,47063,166086,1992,1.26101859681892,123.06,49.12,0.343102875145429,"South"
"1491",1491,NA,"Sockeye","E.Stuart","WC","Fraser River",1991,85454,144459,1993,0.525017510800716,123.06,49.12,0.994185837388154,"South"
"1492",1492,NA,"Sockeye","E.Stuart","WC","Fraser River",1992,36564,100376,1994,1.00985898506583,123.06,49.12,0.778197970525668,"South"
"1493",1493,NA,"Sockeye","E.Stuart","WC","Fraser River",1993,386816,1814783,1995,1.54577205255236,123.06,49.12,1.02482106080054,"South"
"1494",1494,NA,"Sockeye","E.Stuart","WC","Fraser River",1994,14498,29030,1996,0.694319069157853,123.06,49.12,0.877035744249793,"South"
"1495",1495,NA,"Sockeye","E.Stuart","WC","Fraser River",1995,57322,189600,1997,1.19623209563435,123.06,49.12,0.372939243139153,"South"
"1496",1496,NA,"Sockeye","E.Stuart","WC","Fraser River",1996,41063,464146,1998,2.4250916851743,123.06,49.12,1.06695844708483,"South"
"1497",1497,NA,"Sockeye","E.Stuart","WC","Fraser River",1997,73417,147572,1999,0.698160675840681,123.06,49.12,1.04831429581162,"South"
"1498",1498,NA,"Sockeye","E.Stuart","WC","Fraser River",1998,9375,28692,2000,1.11857176640771,123.06,49.12,-0.0452162067199158,"South"
"1499",1499,NA,"Sockeye","E.Stuart","WC","Fraser River",1999,8189,30566,2001,1.31709648981759,123.06,49.12,0.223693554229865,"South"
"1500",1500,NA,"Sockeye","E.Stuart","WC","Fraser River",2000,35334,135874,2002,1.34688231251819,123.06,49.12,-0.441077586835478,"South"
"1501",1501,NA,"Sockeye","E.Stuart","WC","Fraser River",2001,82849,252006,2003,1.1124332229581,123.06,49.12,0.0399877452784456,"South"
"1502",1502,NA,"Sockeye","E.Stuart","WC","Fraser River",2002,12939,24585,2004,0.641890494530087,123.06,49.12,0.822307693339711,"South"
"1503",1503,NA,"Sockeye","E.Stuart","WC","Fraser River",2003,6932,10031,2005,0.369531926047989,123.06,49.12,0.790149045479778,"South"
"1504",1504,NA,"Sockeye","E.Stuart","WC","Fraser River",2004,5253,37464,2006,1.96458112990942,123.06,49.12,0.836898934861383,"South"
"1505",1505,NA,"Sockeye","E.Stuart","WC","Fraser River",2005,51183,85031,2007,0.507608450222763,123.06,49.12,0.0868336445907,"South"
