"","stock","in.Dorner.et.al.","GOA","brood.yr","spawners","recruits","use","source","lat","long","notes","entry.yr","ln.rs","loc.sst","w.sst.1","w.sst.2","w.sst.3","our.region","npgo3","npgo2","npgo","pdo3","pdo2","pdo"
"271","Bowron","y",0,1963,11467,214316,1,"DFO",49.12,123.06,"",1965,2.92797821632554,-0.0890672321697039,0.610631000701719,-0.0627020375308822,0.332208073373173,"South",-0.281587338,-0.71429631,-0.598890428,-0.772,-0.735,-0.936
"272","Bowron","y",0,1964,690,27507,1,"DFO",49.12,123.06,"",1966,3.68550419912671,-0.389653489307261,-0.736035075763483,-0.234831069270775,0.0469896207200561,"South",-0.739444255333333,-0.809721169,-0.829702192,-0.693333333333333,-0.572,-0.534
"273","Bowron","y",0,1965,1170,17849,1,"DFO",49.12,123.06,"",1967,2.72494373543771,0.0744188072325206,0.266372937221932,-0.00661334436243535,-0.249753921496118,"South",-0.729476624,-0.67936384,-0.789740146,-0.522,-0.516,-0.61
"274","Bowron","y",0,1966,1151,22249,1,"DFO",49.12,123.06,"",1968,2.96166593404228,-0.721764835190533,-0.279599625946803,-0.236215430086526,-0.0686859743170399,"South",-0.794507858666667,-0.796891715,-0.568987534,-0.638666666666667,-0.653,-0.422
"275","Bowron","y",0,1967,13991,206494,1,"DFO",49.12,123.06,"",1969,2.69185709053774,-0.537558299788692,-0.192831234226249,-0.795923555505057,-0.623815578985639,"South",-0.520570524,-0.496362019,-1.024795896,-0.175333333333333,-0.052,-0.884
"276","Bowron","y",0,1968,1710,43543,1,"DFO",49.12,123.06,"",1970,3.23725558507712,-0.93518150665739,-1.39901587678386,-0.464663045326708,-0.374052441626555,"South",-0.329163485,0.0186527205,0.032071858,-0.507333333333333,-0.319,0.78
"277","Bowron","y",0,1969,1936,17211,1,"DFO",49.12,123.06,"",1971,2.18492472543346,-1.14403352120997,0.469689786130449,-0.342892319548667,-0.694933505293733,"South",-0.0861350606666667,-0.14523852,0.005233583,-0.814666666666667,-1.612,-1.418
"278","Bowron","y",0,1970,497,16197,1,"DFO",49.12,123.06,"",1972,3.48399129278977,-1.1497970464957,-1.15547442522778,-1.59162935102058,-0.904522971970239,"South",-0.226329339,-0.3421108,-0.295710623,-1.16333333333333,-1.036,-1.806
"279","Bowron","y",0,1971,10761,124507,1,"DFO",49.12,123.06,"",1973,2.44843345200555,-1.1430721152656,-2.02778427681338,-1.43667926356266,-1.34294431745104,"South",-0.307388516333333,-0.313227463,-0.388510977,-1.11333333333333,-0.767,-0.266
"280","Bowron","y",0,1972,1969,16971,1,"DFO",49.12,123.06,"",1974,2.15398020537214,-0.655811694938775,-0.845574250311942,-1.17102599650106,-1.4566120899385,"South",-0.00227971533333334,0.1908359155,-0.237943949,-0.628,-0.809,-1.268
"281","Bowron","y",0,1973,2012,10662,1,"DFO",49.12,123.06,"",1975,1.66755676616308,-1.12766730032143,-1.49647774269017,-0.871924875491073,-0.863141333764696,"South",0.546827370333333,0.93921303,0.61961578,-1.04866666666667,-0.939,-0.35
"282","Bowron","y",0,1974,1046,17431,1,"DFO",49.12,123.06,"",1976,2.81327686459,-0.256560703608995,-0.247372008291975,-0.729622270861904,-0.985240761471327,"South",1.15011430666667,1.41536357,1.25881028,-0.229333333333333,-0.169,-1.528
"283","Bowron","y",0,1975,14735,122498,1,"DFO",49.12,123.06,"",1977,2.11786908713123,0.120414734884908,-1.21187253343183,-0.00512505801335622,-0.0858740414395626,"South",1.30214037333333,1.32380542,1.57191686,0.00199999999999996,0.767,1.19
"284","Bowron","y",0,1976,1069,7112,1,"DFO",49.12,123.06,"",1978,1.8950598661687,0.273483898934244,1.20162241740512,0.677539431328524,0.047735443075071,"South",0.699126726,0.262731659,1.07569398,0.370666666666667,-0.039,0.344
"285","Bowron","y",0,1977,1214,15396,1,"DFO",49.12,123.06,"",1979,2.54018704278419,0.138826605774986,0.153456445251926,-0.313089652495154,0.191814370804938,"South",-0.212163432,-0.856092138,-0.550230662,0.131333333333333,0.025,-0.422
"286","Bowron","y",0,1978,1678,40627,1,"DFO",49.12,123.06,"",1980,3.18683026216232,-0.285318767796825,-0.779635750242234,-0.344919434401912,-0.178794141183966,"South",-0.732720890666667,-0.823966005,-1.161953614,0.237333333333333,0.567,0.472
