"","region","stock","brood.yr","spawners","recruits","entry.yr","long","lat","loc.sst","w.sst.3","w.sst.2","w.sst.1"
"71","GOA","Ayakulik",1989,768101,752667,1991,154.54,57.2,-0.156654610726466,-0.111258574832552,-0.0657616590892384,-0.529477780727899
"72","GOA","Ayakulik",1990,371282,600475,1992,154.54,57.2,-0.200986984457502,-0.0973468510903743,0.118718613728388,0.397954462549422
"73","GOA","Ayakulik",1991,384859,1265306,1993,154.54,57.2,0.567848432629086,0.407032561034303,0.411571610276743,-0.160517235092646
"74","GOA","Ayakulik",1992,344184,582035,1994,154.54,57.2,-0.0814821063520424,0.0420860109544805,0.143387633978044,0.983660455646132
"75","GOA","Ayakulik",1993,286170,772671,1995,154.54,57.2,-0.147348902920422,0.00255848322096386,-0.48799250299162,-0.696885187690045
"76","GOA","Ayakulik",1994,380181,1454921,1996,154.54,57.2,-0.107696302783444,-0.498118445513888,-0.39873507442581,-0.279099818293196
"77","GOA","Ayakulik",1995,317832,683795,1997,154.54,57.2,0.754115818656449,0.121897758694646,0.322396547188567,-0.518370330558423
"78","GOA","Ayakulik",1996,337155,482559,1998,154.54,57.2,0.357994548076679,0.352503694805338,0.787940707487218,1.16316342493556
"79","GOA","Ayakulik",1997,308214,91802,1999,154.54,57.2,-0.478304242365782,0.278266026802423,-0.164182672264143,0.412717990038879
"80","GOA","Ayakulik",1998,427208,212288,2000,154.54,57.2,0.100011416946899,0.0073670218434092,-0.195308462254326,-0.741083334567166
"81","GOA","Ayakulik",1999,295717,474025,2001,154.54,57.2,0.104631887383765,-0.365838555953068,-0.178216166646019,0.350466410058514
"82","GOA","Ayakulik",2000,208651,291390,2002,154.54,57.2,0.738125763301813,0.509212491274918,0.588585531883119,-0.706898743350551
"83","GOA","Ayakulik",2001,218892,194605,2003,154.54,57.2,0.696858795663034,0.440462545865374,1.01414319047334,1.88406980711679
"84","GOA","Ayakulik",2002,229292,313392,2004,154.54,57.2,0.626273203900706,0.777900892504212,0.224816435197923,0.144216573829882
"85","GOA","Ayakulik",2003,197892,23352,2005,154.54,57.2,0.513294797198293,0.143713833249153,0.143462462958788,0.305416296565964
"86","GOA","Ayakulik",2004,275238,298131,2006,154.54,57.2,-0.376826589431055,-0.195470141037169,-0.445913359838735,-0.0184913706483889
"87","GOA","Ayakulik",2005,251906,491729,2007,154.54,57.2,-0.567432004069528,-0.6263013359392,-0.930206318584605,-0.873335349029081
"88","GOA","Ayakulik",2006,87780,420593,2008,154.54,57.2,-0.829140336128172,-0.991016100991152,-1.04985647697219,-0.987077288140129
