"","region","stock","brood.yr","spawners","recruits","entry.yr","long","lat","loc.sst","w.sst.3","w.sst.2","w.sst.1"
"89","GOA","Ayakulik",2007,283042,636871,2009,154.54,57.2,-0.376767551936493,-0.657195665261188,-0.492254853821717,-1.11263566580425
"90","GOA","Ayakulik",2008,162888,353426,2010,154.54,57.2,-0.0213651402823564,-0.301888303051962,0.10348537832418,0.128125958160811
"91","GOA","Black",1960,251567,774756,1962,158.64,56.28,-0.322957924316407,0.0783352708207836,0.163361729541339,-0.224613046951298
"92","GOA","Black",1961,140714,571645,1963,158.64,56.28,0.10455979440452,0.351077731929115,0.638923121369322,0.551336506033977
"93","GOA","Black",1962,167602,693473,1964,158.64,56.28,-0.477221162995506,0.0200709256396083,-0.245561864557576,0.726509736704668
"94","GOA","Black",1963,332536,698703,1965,158.64,56.28,-0.589061177069763,-0.292410802702395,-0.801871072405926,-1.21763346581982
"95","GOA","Black",1964,137073,755726,1966,158.64,56.28,-0.69395037117252,-0.74912080842234,-0.514864479723601,-0.386108678992033
"96","GOA","Black",1965,307192,1948144,1967,158.64,56.28,-0.0397350164146317,-0.407421503842235,-0.418077916267335,-0.643620280455169
"97","GOA","Black",1966,383545,1303566,1968,158.64,56.28,-0.370293487196124,-0.747424334028175,-0.799326360814678,-0.192535552079502
"98","GOA","Black",1967,328000,240647,1969,158.64,56.28,-0.0101752855057557,-0.357070352176688,-0.439337752225281,-1.40611716954985
"99","GOA","Black",1968,342343,1210286,1970,158.64,56.28,-0.225423938317828,-0.448315323263965,0.03058559987898,0.527441665099292
"100","GOA","Black",1969,366589,477879,1971,158.64,56.28,-1.5352726917344,-0.599502408365907,-1.16297444509851,-0.466270465341332
"101","GOA","Black",1970,536257,446681,1972,158.64,56.28,-1.43797688638055,-1.13310599000022,-1.46652375232966,-1.85967842485568
"102","GOA","Black",1971,671668,1382632,1973,158.64,56.28,-1.12289776397937,-1.34471641424599,-1.08723540894114,-1.07336907980364
"103","GOA","Black",1972,326320,912950,1974,158.64,56.28,-0.442311102334417,-0.917157249029014,-0.8390513336417,-1.10110173807864
"104","GOA","Black",1973,538462,1243252,1975,158.64,56.28,-0.962504577381405,-0.938186794075585,-0.856729322074058,-0.577000929204763
"105","GOA","Black",1974,364603,630065,1976,158.64,56.28,-0.432307964916525,-0.433647212439069,-0.361970354056221,-1.13645771494335
"106","GOA","Black",1975,326563,361227,1977,158.64,56.28,0.221541447365965,-0.44337790296379,-0.0968379969740086,0.412517006830911
"107","GOA","Black",1976,553754,1242186,1978,158.64,56.28,0.104428241819653,-0.0171515869223053,-0.231985883798913,-0.606193000778928
"108","GOA","Black",1977,364557,2181473,1979,158.64,56.28,0.412057789507402,-0.0797089220570273,0.183533117303923,0.142221233181101
"109","GOA","Black",1978,419732,1087183,1980,158.64,56.28,-0.0812585465933877,0.220744470202366,0.260006088712998,0.224845001426745
"110","GOA","Black",1979,491467,3347752,1981,158.64,56.28,0.491335065477387,0.219583418518153,0.216952627063857,0.295167175999252
"111","GOA","Black",1980,369580,1726624,1982,158.64,56.28,-0.364901285187335,0.266900660061142,0.252767402092087,0.138738078128462
"112","GOA","Black",1981,570210,1910702,1983,158.64,56.28,0.742365000765641,0.495129516047394,0.67332523500686,0.366796726055712
"113","GOA","Black",1982,616117,2250490,1984,158.64,56.28,0.903035653069184,0.741439866398969,0.928761436570597,0.979853743958008
"114","GOA","Black",1983,426178,592498,1985,158.64,56.28,0.0920483915207999,0.582599540399278,0.383972438619913,0.877669129183186
"115","GOA","Black",1984,597713,714564,1986,158.64,56.28,0.601764357090303,0.739212623451763,0.669984370586051,-0.109724251943359
"116","GOA","Black",1985,376578,796956,1987,158.64,56.28,0.699085281192386,0.684570835833822,1.08171837972241,1.44969299311546
"117","GOA","Black",1986,557772,2413027,1988,158.64,56.28,0.289258484991125,0.580294084242206,0.145594629805578,0.713743766329364
"118","GOA","Black",1987,589299,1462807,1989,158.64,56.28,0.0979761151128325,0.0296456177639923,-0.312403456518694,-0.422554506718208
"119","GOA","Black",1988,420580,1642109,1990,158.64,56.28,-0.0476624177460308,-0.384761564588429,-0.365865093523539,-0.20225240631918
