,stock.id,species,stock,region,sub.region,broodYr,spawn,rec
1685,NA,Sockeye,Raft,WC,Fraser River,1961,3014,24325
1686,NA,Sockeye,Raft,WC,Fraser River,1962,4197,40549
1687,NA,Sockeye,Raft,WC,Fraser River,1963,2693,9817
1688,NA,Sockeye,Raft,WC,Fraser River,1964,2666,48724
1689,NA,Sockeye,Raft,WC,Fraser River,1965,2669,20626
1690,NA,Sockeye,Raft,WC,Fraser River,1966,2666,23539
1691,NA,Sockeye,Raft,WC,Fraser River,1969,2577,14370
1692,NA,Sockeye,Raft,WC,Fraser River,1970,1205,8860
1693,NA,Sockeye,Raft,WC,Fraser River,1972,4507,57821
1694,NA,Sockeye,Raft,WC,Fraser River,1973,1345,9361
1695,NA,Sockeye,Raft,WC,Fraser River,1974,1479,12223
1696,NA,Sockeye,Raft,WC,Fraser River,1975,1391,6716
1697,NA,Sockeye,Raft,WC,Fraser River,1976,3976,19926
1698,NA,Sockeye,Raft,WC,Fraser River,1978,1343,18748
1699,NA,Sockeye,Raft,WC,Fraser River,1979,693,3039
1700,NA,Sockeye,Raft,WC,Fraser River,1982,1533,3770
1701,NA,Sockeye,Raft,WC,Fraser River,1983,1821,5601
1702,NA,Sockeye,Raft,WC,Fraser River,1984,6701,47063
1703,NA,Sockeye,Raft,WC,Fraser River,1985,1922,4533
1704,NA,Sockeye,Raft,WC,Fraser River,1986,1080,3013
1705,NA,Sockeye,Raft,WC,Fraser River,1987,723,3820
1706,NA,Sockeye,Raft,WC,Fraser River,1988,9207,50485
1707,NA,Sockeye,Raft,WC,Fraser River,1989,925,11299
1708,NA,Sockeye,Raft,WC,Fraser River,1990,412,2544
1709,NA,Sockeye,Raft,WC,Fraser River,1991,264,1461
1710,NA,Sockeye,Raft,WC,Fraser River,1992,4112,67359
1711,NA,Sockeye,Raft,WC,Fraser River,1993,2934,33598
1712,NA,Sockeye,Raft,WC,Fraser River,1996,21381,112592
1713,NA,Sockeye,Raft,WC,Fraser River,1997,2367,51264
1714,NA,Sockeye,Raft,WC,Fraser River,1998,3585,16238
1715,NA,Sockeye,Raft,WC,Fraser River,1999,3499,61149
1716,NA,Sockeye,Raft,WC,Fraser River,2000,27668,115396
1717,NA,Sockeye,Raft,WC,Fraser River,2001,16025,96695
1718,NA,Sockeye,Raft,WC,Fraser River,2002,8402,42833
1719,NA,Sockeye,Raft,WC,Fraser River,2003,4890,8475
1720,NA,Sockeye,Raft,WC,Fraser River,2004,3244,51234
1721,NA,Sockeye,Raft,WC,Fraser River,2005,16967,9092
1722,NA,Sockeye,Raft,WC,Fraser River,2006,3442,17321
1723,NA,Sockeye,Raft,WC,Fraser River,2007,8064,10682
1724,NA,Sockeye,Raft,WC,Fraser River,2008,3562,18431
1725,NA,Sockeye,Raft,WC,Fraser River,2009,6039,35194
1726,NA,Sockeye,Raft,WC,Fraser River,2010,2389,44143
1727,NA,Sockeye,Raft,WC,Fraser River,2011,4430,22828
1728,NA,Sockeye,Quesnel,WC,Fraser River,1950,264,2048
1729,NA,Sockeye,Quesnel,WC,Fraser River,1952,51,562
1730,NA,Sockeye,Quesnel,WC,Fraser River,1953,47564,610245
1731,NA,Sockeye,Quesnel,WC,Fraser River,1955,30,180
1732,NA,Sockeye,Quesnel,WC,Fraser River,1957,132852,999533
1733,NA,Sockeye,Quesnel,WC,Fraser River,1958,1269,3412
1734,NA,Sockeye,Quesnel,WC,Fraser River,1959,29,165
1735,NA,Sockeye,Quesnel,WC,Fraser River,1960,123,1475
1736,NA,Sockeye,Quesnel,WC,Fraser River,1961,70000,1240890
1737,NA,Sockeye,Quesnel,WC,Fraser River,1962,566,7287
1738,NA,Sockeye,Quesnel,WC,Fraser River,1963,40,956
1739,NA,Sockeye,Quesnel,WC,Fraser River,1964,159,2812
1740,NA,Sockeye,Quesnel,WC,Fraser River,1965,105393,1667172
1741,NA,Sockeye,Quesnel,WC,Fraser River,1966,1040,7462
1742,NA,Sockeye,Quesnel,WC,Fraser River,1968,333,428
1743,NA,Sockeye,Quesnel,WC,Fraser River,1969,76565,1640832
1744,NA,Sockeye,Quesnel,WC,Fraser River,1972,46,865
1745,NA,Sockeye,Quesnel,WC,Fraser River,1973,112414,2336434
1746,NA,Sockeye,Quesnel,WC,Fraser River,1974,2587,31024
1747,NA,Sockeye,Quesnel,WC,Fraser River,1975,105,1865
1748,NA,Sockeye,Quesnel,WC,Fraser River,1976,209,1233
1749,NA,Sockeye,Quesnel,WC,Fraser River,1977,160717,3878522
1750,NA,Sockeye,Quesnel,WC,Fraser River,1980,98,2446
1751,NA,Sockeye,Quesnel,WC,Fraser River,1984,551,6953
1752,NA,Sockeye,Quesnel,WC,Fraser River,1985,692799,12545239
1753,NA,Sockeye,Quesnel,WC,Fraser River,1987,11238,176592
1754,NA,Sockeye,Quesnel,WC,Fraser River,1988,4185,26342
1755,NA,Sockeye,Quesnel,WC,Fraser River,1989,942522,10641495
1756,NA,Sockeye,Quesnel,WC,Fraser River,1990,259553,3283634
1757,NA,Sockeye,Quesnel,WC,Fraser River,1991,24861,151175
1758,NA,Sockeye,Quesnel,WC,Fraser River,1992,3046,29214
1759,NA,Sockeye,Quesnel,WC,Fraser River,1993,1507350,6851040
1760,NA,Sockeye,Quesnel,WC,Fraser River,1994,356251,2477091
1761,NA,Sockeye,Quesnel,WC,Fraser River,1995,116867,167306
1762,NA,Sockeye,Quesnel,WC,Fraser River,1996,21719,90690
1763,NA,Sockeye,Quesnel,WC,Fraser River,1997,904914,4692773
1764,NA,Sockeye,Quesnel,WC,Fraser River,1998,534532,4739875
1765,NA,Sockeye,Quesnel,WC,Fraser River,1999,106908,810586
1766,NA,Sockeye,Quesnel,WC,Fraser River,2000,37163,53810
1767,NA,Sockeye,Quesnel,WC,Fraser River,2001,1740454,3701006
1768,NA,Sockeye,Quesnel,WC,Fraser River,2002,1312599.235,640265
1769,NA,Sockeye,Quesnel,WC,Fraser River,2003,148333,143876
1770,NA,Sockeye,Quesnel,WC,Fraser River,2004,6629,12695
1771,NA,Sockeye,Quesnel,WC,Fraser River,2005,777707.359,209485
1772,NA,Sockeye,Quesnel,WC,Fraser River,2006,90069,648942
1773,NA,Sockeye,Quesnel,WC,Fraser River,2007,33601,76632
1774,NA,Sockeye,Quesnel,WC,Fraser River,2008,2473,10465
1775,NA,Sockeye,Quesnel,WC,Fraser River,2009,82781,308514
1776,NA,Sockeye,Quesnel,WC,Fraser River,2010,131546,2429567
1777,NA,Sockeye,Quesnel,WC,Fraser River,2011,16936,42832
1778,NA,Sockeye,Chilko,WC,Fraser River,1951,57563,752327
1779,NA,Sockeye,Chilko,WC,Fraser River,1952,233628,1858476
1780,NA,Sockeye,Chilko,WC,Fraser River,1953,94471,619456
1781,NA,Sockeye,Chilko,WC,Fraser River,1955,75834,1513275
1782,NA,Sockeye,Chilko,WC,Fraser River,1956,368607,2435670
1783,NA,Sockeye,Chilko,WC,Fraser River,1957,83128,138228
1784,NA,Sockeye,Chilko,WC,Fraser River,1958,70433,433371
1785,NA,Sockeye,Chilko,WC,Fraser River,1959,272891,2212583
1786,NA,Sockeye,Chilko,WC,Fraser River,1960,244864,1053335
1787,NA,Sockeye,Chilko,WC,Fraser River,1961,15038,69453
1788,NA,Sockeye,Chilko,WC,Fraser River,1962,42125,985562
1789,NA,Sockeye,Chilko,WC,Fraser River,1963,57207,1206303
1790,NA,Sockeye,Chilko,WC,Fraser River,1964,131590,2040082
1791,NA,Sockeye,Chilko,WC,Fraser River,1965,20813,158944
1792,NA,Sockeye,Chilko,WC,Fraser River,1966,107541,889200
1793,NA,Sockeye,Chilko,WC,Fraser River,1967,90006,2004710
1794,NA,Sockeye,Chilko,WC,Fraser River,1968,181912,2476069
1795,NA,Sockeye,Chilko,WC,Fraser River,1969,25519,402359
1796,NA,Sockeye,Chilko,WC,Fraser River,1970,50923,694456
1797,NA,Sockeye,Chilko,WC,Fraser River,1971,97365,852842
1798,NA,Sockeye,Chilko,WC,Fraser River,1972,332353,2109574
1799,NA,Sockeye,Chilko,WC,Fraser River,1973,30231,248297
1800,NA,Sockeye,Chilko,WC,Fraser River,1974,71127,712467
1801,NA,Sockeye,Chilko,WC,Fraser River,1975,133782,1513636
1802,NA,Sockeye,Chilko,WC,Fraser River,1976,228326,1699113
1803,NA,Sockeye,Chilko,WC,Fraser River,1977,20385,199200
1804,NA,Sockeye,Chilko,WC,Fraser River,1978,85570,1265579
1805,NA,Sockeye,Chilko,WC,Fraser River,1979,147920,1721513
1806,NA,Sockeye,Chilko,WC,Fraser River,1980,293234,4441927
1807,NA,Sockeye,Chilko,WC,Fraser River,1981,20164,208706
1808,NA,Sockeye,Chilko,WC,Fraser River,1982,142515,1599217
1809,NA,Sockeye,Chilko,WC,Fraser River,1983,213715,2119741
1810,NA,Sockeye,Chilko,WC,Fraser River,1984,283152,676358
1811,NA,Sockeye,Chilko,WC,Fraser River,1985,34979,572968
1812,NA,Sockeye,Chilko,WC,Fraser River,1987,268111,4420836
1813,NA,Sockeye,Chilko,WC,Fraser River,1988,206206,3296360
1814,NA,Sockeye,Chilko,WC,Fraser River,1990,497991,2628585
1815,NA,Sockeye,Chilko,WC,Fraser River,1991,597537,1382549
1816,NA,Sockeye,Chilko,WC,Fraser River,1992,319959,1866349
1817,NA,Sockeye,Chilko,WC,Fraser River,1993,322298,3963871
1818,NA,Sockeye,Chilko,WC,Fraser River,1994,253976,1419987
1819,NA,Sockeye,Chilko,WC,Fraser River,1995,298027,1274336
1820,NA,Sockeye,Chilko,WC,Fraser River,1996,504469,1363890
1821,NA,Sockeye,Chilko,WC,Fraser River,1997,509298,885013
1822,NA,Sockeye,Chilko,WC,Fraser River,1998,467624,536366
1823,NA,Sockeye,Chilko,WC,Fraser River,1999,432565,1570589
1824,NA,Sockeye,Chilko,WC,Fraser River,2000,395559,501890
1825,NA,Sockeye,Chilko,WC,Fraser River,2001,331244,1158636
1826,NA,Sockeye,Chilko,WC,Fraser River,2002,215050,1239287
1827,NA,Sockeye,Chilko,WC,Fraser River,2003,334896,384261
1828,NA,Sockeye,Chilko,WC,Fraser River,2004,49193,426764
1829,NA,Sockeye,Chilko,WC,Fraser River,2005,285065,364252
1830,NA,Sockeye,Chilko,WC,Fraser River,2006,261918,5097904
1831,NA,Sockeye,Chilko,WC,Fraser River,2007,156518,1132603
1832,NA,Sockeye,Chilko,WC,Fraser River,2008,68731,526968
1833,NA,Sockeye,Chilko,WC,Fraser River,2009,127367,1803552
1834,NA,Sockeye,Chilko,WC,Fraser River,2010,1181540,2728166
1835,NA,Sockeye,Chilko,WC,Fraser River,2011,457653,894697
1836,NA,Sockeye,Seymour,WC,Fraser River,1951,11505,68943
1837,NA,Sockeye,Seymour,WC,Fraser River,1952,2780,11249
1838,NA,Sockeye,Seymour,WC,Fraser River,1953,2907,45268
1839,NA,Sockeye,Seymour,WC,Fraser River,1956,1102,12763
1840,NA,Sockeye,Seymour,WC,Fraser River,1957,7416,24583
1841,NA,Sockeye,Seymour,WC,Fraser River,1958,44285,195518
1842,NA,Sockeye,Seymour,WC,Fraser River,1959,25773,175980
1843,NA,Sockeye,Seymour,WC,Fraser River,1960,1862,8837
1844,NA,Sockeye,Seymour,WC,Fraser River,1961,1957,32923
1845,NA,Sockeye,Seymour,WC,Fraser River,1962,28664,176546
1846,NA,Sockeye,Seymour,WC,Fraser River,1963,26742,114086
1847,NA,Sockeye,Seymour,WC,Fraser River,1964,1321,18498
1848,NA,Sockeye,Seymour,WC,Fraser River,1965,2550,34890
1849,NA,Sockeye,Seymour,WC,Fraser River,1966,12943,141828
1850,NA,Sockeye,Seymour,WC,Fraser River,1968,2064,22108
1851,NA,Sockeye,Seymour,WC,Fraser River,1969,3276,14875
1852,NA,Sockeye,Seymour,WC,Fraser River,1971,9463,135310
1853,NA,Sockeye,Seymour,WC,Fraser River,1973,1150,24800
1854,NA,Sockeye,Seymour,WC,Fraser River,1974,25868,248730
1855,NA,Sockeye,Seymour,WC,Fraser River,1975,16844,180684
1856,NA,Sockeye,Seymour,WC,Fraser River,1976,4898,18422
1857,NA,Sockeye,Seymour,WC,Fraser River,1977,2883,70046
1858,NA,Sockeye,Seymour,WC,Fraser River,1978,30757,261925
1859,NA,Sockeye,Seymour,WC,Fraser River,1979,24866,135614
1860,NA,Sockeye,Seymour,WC,Fraser River,1980,4616,52848
1861,NA,Sockeye,Seymour,WC,Fraser River,1981,5354,30875
1862,NA,Sockeye,Seymour,WC,Fraser River,1982,27219,508455
1863,NA,Sockeye,Seymour,WC,Fraser River,1983,14014,272460
1864,NA,Sockeye,Seymour,WC,Fraser River,1984,9148,36017
1865,NA,Sockeye,Seymour,WC,Fraser River,1985,2684,43576
1866,NA,Sockeye,Seymour,WC,Fraser River,1986,57069,824169
1867,NA,Sockeye,Seymour,WC,Fraser River,1987,41081,442220
1868,NA,Sockeye,Seymour,WC,Fraser River,1988,7989,10843
1869,NA,Sockeye,Seymour,WC,Fraser River,1989,2864,18877
1870,NA,Sockeye,Seymour,WC,Fraser River,1990,108279,278827
1871,NA,Sockeye,Seymour,WC,Fraser River,1991,60845,95565
1872,NA,Sockeye,Seymour,WC,Fraser River,1992,3586,17906
1873,NA,Sockeye,Seymour,WC,Fraser River,1993,4950,8716
1874,NA,Sockeye,Seymour,WC,Fraser River,1994,19151,172547
1875,NA,Sockeye,Seymour,WC,Fraser River,1995,23928,66040
1876,NA,Sockeye,Seymour,WC,Fraser River,1996,9590,39470
1877,NA,Sockeye,Seymour,WC,Fraser River,1997,836,1944
1878,NA,Sockeye,Seymour,WC,Fraser River,1998,14548,214404
1879,NA,Sockeye,Seymour,WC,Fraser River,1999,10072,133931
1880,NA,Sockeye,Seymour,WC,Fraser River,2000,11860,59563
1881,NA,Sockeye,Seymour,WC,Fraser River,2001,3743,19042
1882,NA,Sockeye,Seymour,WC,Fraser River,2002,55465,507957
1883,NA,Sockeye,Seymour,WC,Fraser River,2003,18483,12366
1884,NA,Sockeye,Seymour,WC,Fraser River,2004,762,6904
1885,NA,Sockeye,L.Shuswap,WC,Fraser River,1950,583045,9944058
1886,NA,Sockeye,L.Shuswap,WC,Fraser River,1951,82097,529582
1887,NA,Sockeye,L.Shuswap,WC,Fraser River,1952,4211,17932
1888,NA,Sockeye,L.Shuswap,WC,Fraser River,1953,1623,31027
1889,NA,Sockeye,L.Shuswap,WC,Fraser River,1954,1067603,15869336
1890,NA,Sockeye,L.Shuswap,WC,Fraser River,1955,44632,865520
1891,NA,Sockeye,L.Shuswap,WC,Fraser River,1956,2103,7974
1892,NA,Sockeye,L.Shuswap,WC,Fraser River,1957,1651,3163
1893,NA,Sockeye,L.Shuswap,WC,Fraser River,1958,1644152,2213808
1894,NA,Sockeye,L.Shuswap,WC,Fraser River,1959,89270,382302
1895,NA,Sockeye,L.Shuswap,WC,Fraser River,1960,1322,2549
1896,NA,Sockeye,L.Shuswap,WC,Fraser River,1961,854,8147
1897,NA,Sockeye,L.Shuswap,WC,Fraser River,1962,651863,2925312
1898,NA,Sockeye,L.Shuswap,WC,Fraser River,1965,1332,24808
1899,NA,Sockeye,L.Shuswap,WC,Fraser River,1966,660849,4051932
1900,NA,Sockeye,L.Shuswap,WC,Fraser River,1967,402412,3184223
1901,NA,Sockeye,L.Shuswap,WC,Fraser River,1968,2713,21961
1902,NA,Sockeye,L.Shuswap,WC,Fraser River,1969,3166,29860
1903,NA,Sockeye,L.Shuswap,WC,Fraser River,1970,785282,5580907
1904,NA,Sockeye,L.Shuswap,WC,Fraser River,1971,158976,702125
1905,NA,Sockeye,L.Shuswap,WC,Fraser River,1972,2155,44505
1906,NA,Sockeye,L.Shuswap,WC,Fraser River,1974,619123,7050422
1907,NA,Sockeye,L.Shuswap,WC,Fraser River,1975,85544,1026264
1908,NA,Sockeye,L.Shuswap,WC,Fraser River,1976,3072,14170
1909,NA,Sockeye,L.Shuswap,WC,Fraser River,1977,6027,93645
1910,NA,Sockeye,L.Shuswap,WC,Fraser River,1978,1014761,9657379
1911,NA,Sockeye,L.Shuswap,WC,Fraser River,1979,162142,1499666
1912,NA,Sockeye,L.Shuswap,WC,Fraser River,1980,1816,23307
1913,NA,Sockeye,L.Shuswap,WC,Fraser River,1981,5959,9470
1914,NA,Sockeye,L.Shuswap,WC,Fraser River,1982,1568605,9464899
1915,NA,Sockeye,L.Shuswap,WC,Fraser River,1983,100256,1980917
1916,NA,Sockeye,L.Shuswap,WC,Fraser River,1984,2409,33174
1917,NA,Sockeye,L.Shuswap,WC,Fraser River,1985,806,14934
1918,NA,Sockeye,L.Shuswap,WC,Fraser River,1986,1068479,10945795
1919,NA,Sockeye,L.Shuswap,WC,Fraser River,1987,319734,3903932
1920,NA,Sockeye,L.Shuswap,WC,Fraser River,1988,3558,8220
1921,NA,Sockeye,L.Shuswap,WC,Fraser River,1990,1745709,7770370
1922,NA,Sockeye,L.Shuswap,WC,Fraser River,1991,616033,866189
1923,NA,Sockeye,L.Shuswap,WC,Fraser River,1992,6640,19909
1924,NA,Sockeye,L.Shuswap,WC,Fraser River,1993,765,15366
1925,NA,Sockeye,L.Shuswap,WC,Fraser River,1994,686190,2610200
1926,NA,Sockeye,L.Shuswap,WC,Fraser River,1995,210969,771591
1927,NA,Sockeye,L.Shuswap,WC,Fraser River,1996,5492,61532
1928,NA,Sockeye,L.Shuswap,WC,Fraser River,1998,680650,7248023
1929,NA,Sockeye,L.Shuswap,WC,Fraser River,1999,138247,698913
1930,NA,Sockeye,L.Shuswap,WC,Fraser River,2000,164,1388
1931,NA,Sockeye,L.Shuswap,WC,Fraser River,2001,2141,8890
1932,NA,Sockeye,L.Shuswap,WC,Fraser River,2002,2845464,7509787
1933,NA,Sockeye,L.Shuswap,WC,Fraser River,2003,189793,138420
1934,NA,Sockeye,L.Shuswap,WC,Fraser River,2005,11792,33868
1935,NA,Sockeye,L.Shuswap,WC,Fraser River,2006,1170725,17568471
1936,NA,Sockeye,L.Shuswap,WC,Fraser River,2007,32296,210478
1937,NA,Sockeye,L.Shuswap,WC,Fraser River,2009,20208,380032
1938,NA,Sockeye,L.Shuswap,WC,Fraser River,2010,3073257,8616732
1939,NA,Sockeye,Birkenhead,WC,Fraser River,1950,41370,242740
1940,NA,Sockeye,Birkenhead,WC,Fraser River,1951,13590,216719
1941,NA,Sockeye,Birkenhead,WC,Fraser River,1952,24744,244678
1942,NA,Sockeye,Birkenhead,WC,Fraser River,1953,16287,156143
1943,NA,Sockeye,Birkenhead,WC,Fraser River,1954,8635,175704
1944,NA,Sockeye,Birkenhead,WC,Fraser River,1956,27156,279109
1945,NA,Sockeye,Birkenhead,WC,Fraser River,1957,7068,76363
1946,NA,Sockeye,Birkenhead,WC,Fraser River,1958,5510,129262
1947,NA,Sockeye,Birkenhead,WC,Fraser River,1959,11388,268022
1948,NA,Sockeye,Birkenhead,WC,Fraser River,1960,19198,172100
1949,NA,Sockeye,Birkenhead,WC,Fraser River,1961,10550,129815
1950,NA,Sockeye,Birkenhead,WC,Fraser River,1962,14311,102491
1951,NA,Sockeye,Birkenhead,WC,Fraser River,1963,20769,456078
1952,NA,Sockeye,Birkenhead,WC,Fraser River,1964,27978,365895
1953,NA,Sockeye,Birkenhead,WC,Fraser River,1965,9769,165171
1954,NA,Sockeye,Birkenhead,WC,Fraser River,1966,13462,316855
1955,NA,Sockeye,Birkenhead,WC,Fraser River,1968,31042,285207
1956,NA,Sockeye,Birkenhead,WC,Fraser River,1971,16143,369096
1957,NA,Sockeye,Birkenhead,WC,Fraser River,1972,26202,519340
1958,NA,Sockeye,Birkenhead,WC,Fraser River,1973,28374,216524
1959,NA,Sockeye,Birkenhead,WC,Fraser River,1974,85495,727181
1960,NA,Sockeye,Birkenhead,WC,Fraser River,1975,23315,120593
1961,NA,Sockeye,Birkenhead,WC,Fraser River,1976,50023,619577
1962,NA,Sockeye,Birkenhead,WC,Fraser River,1978,48158,666214
1963,NA,Sockeye,Birkenhead,WC,Fraser River,1979,35482,415951
1964,NA,Sockeye,Birkenhead,WC,Fraser River,1980,32786,163172
1965,NA,Sockeye,Birkenhead,WC,Fraser River,1981,27175,266159
1966,NA,Sockeye,Birkenhead,WC,Fraser River,1984,23227,470361
1967,NA,Sockeye,Birkenhead,WC,Fraser River,1986,197896,1211967
1968,NA,Sockeye,Birkenhead,WC,Fraser River,1987,89432,999898
1969,NA,Sockeye,Birkenhead,WC,Fraser River,1988,75535,927715
1970,NA,Sockeye,Birkenhead,WC,Fraser River,1990,97112,238613
1971,NA,Sockeye,Birkenhead,WC,Fraser River,1991,152083,122385
1972,NA,Sockeye,Birkenhead,WC,Fraser River,1992,93443,99182
1973,NA,Sockeye,Birkenhead,WC,Fraser River,1993,151096,575880
1974,NA,Sockeye,Birkenhead,WC,Fraser River,1994,22315,67413
1975,NA,Sockeye,Birkenhead,WC,Fraser River,1995,18430,170525
1976,NA,Sockeye,Birkenhead,WC,Fraser River,1996,27848,78931
1977,NA,Sockeye,Birkenhead,WC,Fraser River,1997,23275,30582
1978,NA,Sockeye,Birkenhead,WC,Fraser River,1998,173045,619321
1979,NA,Sockeye,Birkenhead,WC,Fraser River,1999,26268,83528
1980,NA,Sockeye,Birkenhead,WC,Fraser River,2000,8333,101965
1981,NA,Sockeye,Birkenhead,WC,Fraser River,2001,28361,191674
1982,NA,Sockeye,Birkenhead,WC,Fraser River,2002,107481,634125
1983,NA,Sockeye,Birkenhead,WC,Fraser River,2003,152651,13338
1984,NA,Sockeye,Birkenhead,WC,Fraser River,2004,17516,76400
1985,NA,Sockeye,Birkenhead,WC,Fraser River,2005,27117,86050
1986,NA,Sockeye,Birkenhead,WC,Fraser River,2006,137365,441809
1987,NA,Sockeye,Birkenhead,WC,Fraser River,2007,54290,246613
1988,NA,Sockeye,Birkenhead,WC,Fraser River,2008,6788,71911
1989,NA,Sockeye,Birkenhead,WC,Fraser River,2009,34475,133712
1990,NA,Sockeye,Birkenhead,WC,Fraser River,2010,67762,33814
1991,NA,Sockeye,Birkenhead,WC,Fraser River,2011,92420,88236
1992,NA,Sockeye,Cultus,WC,Fraser River,1950,18546,108361
1993,NA,Sockeye,Cultus,WC,Fraser River,1952,11309,44424
1994,NA,Sockeye,Cultus,WC,Fraser River,1953,4930,63669
1995,NA,Sockeye,Cultus,WC,Fraser River,1954,10476,71295
1996,NA,Sockeye,Cultus,WC,Fraser River,1955,16711,281084
1997,NA,Sockeye,Cultus,WC,Fraser River,1956,8469,37505
1998,NA,Sockeye,Cultus,WC,Fraser River,1957,12236,28083
1999,NA,Sockeye,Cultus,WC,Fraser River,1958,7017,51030
2000,NA,Sockeye,Cultus,WC,Fraser River,1959,29845,53023
2001,NA,Sockeye,Cultus,WC,Fraser River,1960,9431,23939
2002,NA,Sockeye,Cultus,WC,Fraser River,1961,6554,6148
2003,NA,Sockeye,Cultus,WC,Fraser River,1962,16352,36742
2004,NA,Sockeye,Cultus,WC,Fraser River,1963,10504,138448
2005,NA,Sockeye,Cultus,WC,Fraser River,1964,5787,71400
2006,NA,Sockeye,Cultus,WC,Fraser River,1965,1512,21020
2007,NA,Sockeye,Cultus,WC,Fraser River,1966,8614,45065
2008,NA,Sockeye,Cultus,WC,Fraser River,1967,17176,110974
2009,NA,Sockeye,Cultus,WC,Fraser River,1968,13862,42454
2010,NA,Sockeye,Cultus,WC,Fraser River,1969,2964,6477
2011,NA,Sockeye,Cultus,WC,Fraser River,1970,7607,46132
2012,NA,Sockeye,Cultus,WC,Fraser River,1971,4629,51271
2013,NA,Sockeye,Cultus,WC,Fraser River,1972,5399,30363
2014,NA,Sockeye,Cultus,WC,Fraser River,1973,301,713
2015,NA,Sockeye,Cultus,WC,Fraser River,1974,4989,30293
2016,NA,Sockeye,Cultus,WC,Fraser River,1975,6843,129249
2017,NA,Sockeye,Cultus,WC,Fraser River,1976,2688,6123
2018,NA,Sockeye,Cultus,WC,Fraser River,1979,18913,110516
2019,NA,Sockeye,Cultus,WC,Fraser River,1980,898,4825
2020,NA,Sockeye,Cultus,WC,Fraser River,1981,134,1544
2021,NA,Sockeye,Cultus,WC,Fraser River,1982,9580,18839
2022,NA,Sockeye,Cultus,WC,Fraser River,1983,11490,96326
2023,NA,Sockeye,Cultus,WC,Fraser River,1984,389,9406
2024,NA,Sockeye,Cultus,WC,Fraser River,1985,195,2431
2025,NA,Sockeye,Cultus,WC,Fraser River,1986,2016,10488
2026,NA,Sockeye,Cultus,WC,Fraser River,1987,16189,65855
2027,NA,Sockeye,Cultus,WC,Fraser River,1988,454,7825
2028,NA,Sockeye,Cultus,WC,Fraser River,1991,9850,17399
2029,NA,Sockeye,Cultus,WC,Fraser River,1992,697,1884
2030,NA,Sockeye,Cultus,WC,Fraser River,1993,571,945
2031,NA,Sockeye,Cultus,WC,Fraser River,1994,2524,2448
2032,NA,Sockeye,Cultus,WC,Fraser River,1995,4279,14793
2033,NA,Sockeye,Cultus,WC,Fraser River,1996,723,1515
2034,NA,Sockeye,Cultus,WC,Fraser River,1997,35,717
2035,NA,Sockeye,Cultus,WC,Fraser River,1998,955,6185
2036,NA,Sockeye,Cultus,WC,Fraser River,1999,1025,2852
2037,NA,Sockeye,Portage,WC,Fraser River,1951,15,244
2038,NA,Sockeye,Portage,WC,Fraser River,1953,24,394
2039,NA,Sockeye,Portage,WC,Fraser River,1954,1729,38700
2040,NA,Sockeye,Portage,WC,Fraser River,1957,20,47
2041,NA,Sockeye,Portage,WC,Fraser River,1958,2749,25645
2042,NA,Sockeye,Portage,WC,Fraser River,1959,286,5565
2043,NA,Sockeye,Portage,WC,Fraser River,1962,6326,72180
2044,NA,Sockeye,Portage,WC,Fraser River,1965,589,3463
2045,NA,Sockeye,Portage,WC,Fraser River,1966,15201,31339
2046,NA,Sockeye,Portage,WC,Fraser River,1967,1983,4286
2047,NA,Sockeye,Portage,WC,Fraser River,1968,50,1046
2048,NA,Sockeye,Portage,WC,Fraser River,1974,4843,42611
2049,NA,Sockeye,Portage,WC,Fraser River,1975,1631,15753
2050,NA,Sockeye,Portage,WC,Fraser River,1976,753,7590
2051,NA,Sockeye,Portage,WC,Fraser River,1977,3923,39989
2052,NA,Sockeye,Portage,WC,Fraser River,1980,996,12225
2053,NA,Sockeye,Portage,WC,Fraser River,1981,2951,20069
2054,NA,Sockeye,Portage,WC,Fraser River,1982,11734,210984
2055,NA,Sockeye,Portage,WC,Fraser River,1983,4909,37358
2056,NA,Sockeye,Portage,WC,Fraser River,1986,6212,71594
2057,NA,Sockeye,Portage,WC,Fraser River,1987,3766,63044
2058,NA,Sockeye,Portage,WC,Fraser River,1990,8415,50970
2059,NA,Sockeye,Portage,WC,Fraser River,1991,7292,15891
2060,NA,Sockeye,Portage,WC,Fraser River,1992,1378,17136
2061,NA,Sockeye,Portage,WC,Fraser River,1993,9829,174902
2062,NA,Sockeye,Portage,WC,Fraser River,1995,4319,40496
2063,NA,Sockeye,Portage,WC,Fraser River,1997,5056,41499
2064,NA,Sockeye,Portage,WC,Fraser River,1998,11873,18053
2065,NA,Sockeye,Portage,WC,Fraser River,1999,2079,9078
2066,NA,Sockeye,Portage,WC,Fraser River,2000,671,12829
2067,NA,Sockeye,Portage,WC,Fraser River,2001,1851,18610
2068,NA,Sockeye,Portage,WC,Fraser River,2002,8001,48191
2069,NA,Sockeye,Portage,WC,Fraser River,2004,778,5688
2070,NA,Sockeye,Portage,WC,Fraser River,2005,8261,2532
2071,NA,Sockeye,Portage,WC,Fraser River,2006,10971,172797
2072,NA,Sockeye,Portage,WC,Fraser River,2007,849,2820
2073,NA,Sockeye,Portage,WC,Fraser River,2008,63,519
2074,NA,Sockeye,Portage,WC,Fraser River,2009,792,11966
2075,NA,Sockeye,Portage,WC,Fraser River,2010,26687,88940
