,stock.id,species,stock,region,sub.region,broodYr,spawn,rec
1,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1980,238038,545500
2,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1981,214728,318386
3,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1982,104503,280870
4,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1983,172143,319246
5,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1984,108151,503626
6,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1985,170739,939836
7,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1986,98921,870243
8,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1987,83395,1088611
9,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1988,140660,690272
10,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1989,204804,1069218
11,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1990,262946,1188080
12,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1991,173913,376415
13,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1992,195830,503964
14,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1993,197988,540820
15,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1994,204441,787727
16,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1995,107961,713745
17,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1996,119629,503017
18,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1997,145311,348670
19,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1998,193420,226082
20,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,1999,127890,114120
21,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2000,90947,740756
22,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2001,122505,401742
23,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2002,95520,1042167
24,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2003,139799,903429
25,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2004,80435,293118
26,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2005,221752,457637
27,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2006,182005,150731
28,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2007,224767,117462
29,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2008,195474,318351
30,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2009,133263,519639
31,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2010,142966,515426
32,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2011,132549,235880
33,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2012,116442,17271
34,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2013,196926,43355
35,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2014,206954,0
36,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2015,201664,0
37,NA,Sockeye,Bear,AK Peninsula,AK Peninsula,2016,139720,0
38,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1981,251000,188646
39,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1982,179600,337539
40,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1983,128800,273580
41,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1984,251000,704171
42,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1985,314000,547610
43,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1986,117500,554509
44,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1987,155700,530288
45,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1988,142900,671751
46,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1989,206800,632332
47,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1990,269200,719453
48,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1991,279200,667405
49,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1992,179700,420384
50,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1993,262200,255474
51,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1994,333400,486611
52,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1995,338700,320842
53,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1996,241600,510952
54,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1997,183000,654502
55,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1998,159810,535911
56,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,1999,202067,1103081
57,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2000,182694,569781
58,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2001,201962,539933
59,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2002,315689,488244
60,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2003,343511,279659
61,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2004,480097,429918
62,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2005,290000,164384
63,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2006,215000,204735
64,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2007,180000,148539
65,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2008,141600,390320
66,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2009,157000,494675
67,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2010,108000,615563
68,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2011,89000,468611
69,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2012,103300,163214
70,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2013,248000,10170
71,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2014,250000,0
72,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2015,257000,0
73,NA,Sockeye,Nelson,AK Peninsula,AK Peninsula,2016,3.00E+05,0
74,NA,Sockeye,Goodnews,AYK,AYK,1981,46441,71549
75,NA,Sockeye,Goodnews,AYK,AYK,1982,50232,44644
76,NA,Sockeye,Goodnews,AYK,AYK,1983,25008,34308
77,NA,Sockeye,Goodnews,AYK,AYK,1984,30363,32826
78,NA,Sockeye,Goodnews,AYK,AYK,1985,24131,32527
79,NA,Sockeye,Goodnews,AYK,AYK,1986,50181,68721
80,NA,Sockeye,Goodnews,AYK,AYK,1987,28335,36860
81,NA,Sockeye,Goodnews,AYK,AYK,1988,15172,55925
82,NA,Sockeye,Goodnews,AYK,AYK,1989,21186,98355
83,NA,Sockeye,Goodnews,AYK,AYK,1990,31232,53605
84,NA,Sockeye,Goodnews,AYK,AYK,1991,41656,82231
85,NA,Sockeye,Goodnews,AYK,AYK,1992,28074,42203
86,NA,Sockeye,Goodnews,AYK,AYK,1993,24957,57884
87,NA,Sockeye,Goodnews,AYK,AYK,1994,56503,60855
88,NA,Sockeye,Goodnews,AYK,AYK,1995,37776,66174
89,NA,Sockeye,Goodnews,AYK,AYK,1996,64185,33158
90,NA,Sockeye,Goodnews,AYK,AYK,1997,34322,14203
91,NA,Sockeye,Goodnews,AYK,AYK,1998,38493,59196
92,NA,Sockeye,Goodnews,AYK,AYK,1999,49321,50083
93,NA,Sockeye,Goodnews,AYK,AYK,2000,40828,136883
94,NA,Sockeye,Goodnews,AYK,AYK,2001,21194,127072
95,NA,Sockeye,Goodnews,AYK,AYK,2002,21329,100557
96,NA,Sockeye,Goodnews,AYK,AYK,2003,37933,64038
97,NA,Sockeye,Goodnews,AYK,AYK,2004,54035,36411
98,NA,Sockeye,Goodnews,AYK,AYK,2005,118969,62012
99,NA,Sockeye,Goodnews,AYK,AYK,2006,127245,40286
100,NA,Sockeye,Goodnews,AYK,AYK,2007,73768,57909
101,NA,Sockeye,Goodnews,AYK,AYK,2008,43879,27137
102,NA,Sockeye,Goodnews,AYK,AYK,2009,27494,43491
103,NA,Sockeye,Goodnews,AYK,AYK,2010,36574,66579
104,NA,Sockeye,Goodnews,AYK,AYK,2011,19643,7913
105,NA,Sockeye,Goodnews,AYK,AYK,2012,29531,0
106,NA,Sockeye,Goodnews,AYK,AYK,2013,23545,0
107,NA,Sockeye,Goodnews,AYK,AYK,2014,41473,0
108,NA,Sockeye,Goodnews,AYK,AYK,2015,57809,0
109,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1963,203304,414872
110,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1964,248700,381898
111,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1965,175020,259725
112,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1966,174336,565582
113,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1967,202626,389346
114,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1968,193872,249189
115,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1969,182490,180183
116,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1970,177060,145640
117,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1971,187302,324749
118,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1972,151188,124166
119,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1973,35280,512936
120,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1974,214848,2290906
121,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1975,100480,1022272
122,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1976,81822,344706
123,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1977,108910.5,1002656
124,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1978,584970,2175871
125,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1979,750210,2108732
126,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1980,759645,649492
127,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1981,209635.5,1186825
128,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1982,610215,804937
129,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1983,245361,470731
130,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1984,549193.5,2621994
131,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1985,300976.5,1732106
132,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1986,586959,2082710
133,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1987,393235.5,786803
134,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1988,496306.5,1304319
135,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1989,501738,2887136
136,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1990,430338,1358819
137,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1991,707851.95,3533971
138,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1992,577939.65,187395
139,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1993,887336.25,1537760
140,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1994,618464.25,1597678
141,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1995,550068.15,3998566
142,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1996,782212.5,1538527
143,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1997,556193.25,1464231
144,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1998,643110,2851376
145,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,1999,1182180,3790189
146,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2000,1150815,9915977
147,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2001,680850,1464953
148,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2002,766962,3234173
149,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2003,3676146,6387174
150,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2004,5396592,2548093
151,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2005,4218990,2899644
152,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2006,1773966,2520961
153,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2007,2466414,2347495
154,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2008,2180502,2060598
155,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2009,970818,1396336
156,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2010,1187730,9649045
157,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2011,883794,7312434
158,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2012,861747,1281703
159,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2013,1095950,2834
160,NA,Sockeye,Alagnak,Bristol Bay,Bristol Bay South,2014,200500,0
161,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1963,997602,993867
162,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1964,849576,1937879
163,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1965,1444608,2388481
164,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1966,804246,2058267
165,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1967,636864,1631427
166,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1968,338654,377054
167,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1969,1015554,2755725
168,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1970,919734,1202581
169,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1971,634014,2700673
170,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1972,546402,2909899
171,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1973,328842,1451683
172,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1974,1275630,2441304
173,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1975,1173840,3040165
174,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1976,509160,4480473
175,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1977,692514,4167606
176,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1978,895698,9914900
177,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1979,1032042,4039953
178,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1980,1060860,8224596
179,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1981,694680,5444107
180,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1982,1034628,6441609
181,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1983,792282,10829616
182,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1984,1165345,11792818
183,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1985,1095192,6401004
184,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1986,1152180,14229266
185,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1987,1273553,25748665
186,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1988,1612745,19484266
187,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1989,1611566,10167809
188,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1990,2191582,16096298
189,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1991,2786925,9957460
190,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1992,1945632,8673753
191,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1993,1517000,1939488
192,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1994,1897977,7996221
193,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1995,1266692,7532359
194,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1996,1076460,4161535
195,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1997,1104004,6062437
196,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1998,1110938,1270194
197,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,1999,1728397,13014329
198,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2000,1032138,11992729
199,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2001,968872,4904527
200,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2002,1036092,5590042
201,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2003,1152120,9110323
202,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2004,1290144,14704853
203,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2005,1621734,6147468
204,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2006,1465158,3550417
205,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2007,1432500,6454481
206,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2008,1259568,4018667
207,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2009,1146276,4446714
208,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2010,927054,10354434
209,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2011,961200,5771957
210,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2012,1233900,2299965
211,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2013,1113630,161199
212,NA,Sockeye,Egegik,Bristol Bay,Bristol Bay South,2014,1382466,0
213,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1963,92184,368203
214,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1964,128532,583057
215,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1965,180840,810918
216,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1966,206360,301090
217,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1967,281772,125740
218,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1968,194508,158918
219,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1969,512328,476719
220,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1970,370920,287432
221,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1971,210960,259412
222,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1972,60018,232045
223,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1973,59508,451996
224,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1974,358752,1267125
225,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1975,241086,2810901
226,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1976,186120,1354664
227,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1977,95970,830422
228,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1978,536154,562272
229,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1979,859560,896472
230,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1980,1987530,443802
231,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1981,591144,838643
232,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1982,423768,346605
233,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1983,180438,391102
234,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1984,184872,522950
235,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1985,212454,1138946
236,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1986,307728,1700593
237,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1987,169236,445511
238,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1988,170454,614895
239,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1989,461610,991781
240,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1990,365802,1229493
241,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1991,756126,983936
242,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1992,304920,139558
243,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1993,405564,358172
244,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1994,445920,659949
245,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1995,473382,1278254
246,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1996,400746,886422
247,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1997,127704,99343
248,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1998,215904,536352
249,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,1999,445536,362485
250,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2000,413316,767878
251,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2001,409596,490205
252,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2002,123156,448201
253,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2003,194088,1799054
254,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2004,109650,1227252
255,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2005,365712,1623040
256,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2006,305268,1242881
257,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2007,415452,863918
258,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2008,1054704,790276
259,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2009,514188,984015
260,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2010,518040,1747487
261,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2011,421380,2077650
262,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2012,193326,381048
263,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2013,387036,0
264,NA,Sockeye,Igushik,Bristol Bay,Bristol Bay North,2014,340590,0
265,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1963,338760,1388212
266,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1964,957120,5763510
267,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1965,24325926,45820685
268,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1966,3755185,6522057
269,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1967,3216208,1784044
270,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1968,2557440,635320
271,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1969,8394204,5513624
272,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1970,13935306,15363869
273,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1971,2387392,2036282
274,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1972,1009962,3248668
275,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1973,226554,2203237
276,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1974,4433844,25784405
277,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1975,13140450,37439008
278,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1976,1965282,10716319
279,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1977,1341144,3089496
280,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1978,4149288,5055225
281,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1979,11218434,43049709
282,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1980,22505268,12597126
283,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1981,1754358,2048728
284,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1982,1134840,1509144
285,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1983,3569982,13774171
286,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1984,10490670,23284317
287,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1985,7211046,18311749
288,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1986,1179322,4113933
289,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1987,6065880,11646719
290,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1988,4065216,9204222
291,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1989,8317500,24796913
292,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1990,6970020,26294885
293,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1991,4222788,4636821
294,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1992,4725864,1876570
295,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1993,4025166,3131827
296,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1994,8355936,7304599
297,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1995,10038720,10647371
298,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1996,1450578,2300486
299,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1997,1503732,842682
300,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1998,2296074,1280843
301,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,1999,6196914,7397608
302,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2000,1827780,4277403
303,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2001,1095348,3860428
304,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2002,703884,3470457
305,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2003,1686804,4607126
306,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2004,5500134,10923563
307,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2005,2320332,9793955
308,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2006,3068226,8552134
309,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2007,2810208,12878117
310,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2008,2757912,6571029
311,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2009,2266140,12293396
312,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2010,4207410,20428671
313,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2011,2264352,6054421
314,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2012,4164444,7664237
315,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2013,2088576,2497
316,NA,Sockeye,Kvichak,Bristol Bay,Bristol Bay South,2014,4458540,0
317,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1963,905358,1706833
318,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1964,1349604,2223528
319,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1965,717798,2654766
320,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1966,1016445,4205619
321,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1967,755640,1552165
322,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1968,1023222,638309
323,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1969,1331202,2143775
324,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1970,732502,2535302
325,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1971,935754,4350416
326,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1972,586518,1715201
327,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1973,356676,2742665
328,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1974,1241058,2642510
329,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1975,2026686,5195702
330,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1976,1320750,8991727
331,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1977,1085856,3721053
332,NA,Sockeye,Naknek,Bristol Bay,Bristol Bay South,1978,813378,2788293
